,dteday,holiday,weekday,weathersit,temp,hum,windspeed,cnt,season
0,2011-01-01,0,Saturday,2,14.110847,80.58330000000001,10.749882,985,winter
1,2011-01-02,0,Sunday,2,14.902598000000001,69.6087,16.652113,801,winter
2,2011-01-03,0,Monday,1,8.050924,43.7273,16.636703,1349,winter
3,2011-01-04,0,Tuesday,1,8.200000000000001,59.0435,10.739832,1562,winter
4,2011-01-05,0,Wednesday,1,9.305237,43.695699999999995,12.522300000000001,1600,winter
5,2011-01-06,0,Thursday,1,8.378268,51.8261,6.0008684,1606,winter
6,2011-01-07,0,Friday,2,8.057402,49.8696,11.304642,1510,winter
7,2011-01-08,0,Saturday,2,6.765000000000001,53.5833,17.875868,959,winter
8,2011-01-09,0,Sunday,1,5.671653,43.416700000000006,24.25065,822,winter
9,2011-01-10,0,Monday,1,6.184153,48.2917,14.958889,1321,winter
10,2011-01-11,0,Tuesday,2,6.9327309999999995,68.6364,8.182844000000001,1263,winter
11,2011-01-12,0,Wednesday,1,7.0818069999999995,59.954499999999996,20.410009,1162,winter
12,2011-01-13,0,Thursday,1,6.765000000000001,47.0417,20.166999999999998,1406,winter
13,2011-01-14,0,Friday,1,6.59567,53.7826,8.478716,1421,winter
14,2011-01-15,0,Saturday,2,9.566653,49.875,10.583521,1248,winter
15,2011-01-16,0,Sunday,1,9.498347,48.375,12.625010999999999,1204,winter
16,2011-01-17,1,Monday,2,7.209153,53.75,12.999139,1000,winter
17,2011-01-18,0,Tuesday,2,8.883347,86.16669999999999,9.833924999999999,683,winter
18,2011-01-19,0,Wednesday,2,11.979134,74.1739,13.957239,1650,winter
19,2011-01-20,0,Thursday,2,10.728347,53.833299999999994,13.125568,1927,winter
20,2011-01-21,0,Friday,1,7.2775,45.7083,23.667214,1543,winter
21,2011-01-22,0,Saturday,1,2.4243464,40.0,11.52199,981,winter
22,2011-01-23,0,Sunday,1,3.9573897000000002,43.6522,16.5222,986,winter
23,2011-01-24,0,Monday,1,3.9930433,49.173899999999996,10.60811,1416,winter
24,2011-01-25,0,Tuesday,2,9.162598000000001,61.695699999999995,8.696332,1985,winter
25,2011-01-26,0,Wednesday,3,8.9175,86.25,19.68795,506,winter
26,2011-01-27,0,Thursday,1,7.995,68.75,7.627078999999999,431,winter
27,2011-01-28,0,Friday,2,8.342597999999999,79.30430000000001,8.2611,1167,winter
28,2011-01-29,0,Saturday,1,8.057402,65.17389999999999,9.739455,1098,winter
29,2011-01-30,0,Sunday,1,8.877402,72.2174,4.956834199999999,1096,winter
30,2011-01-31,0,Monday,2,7.414153,60.375,12.541864,1501,winter
31,2011-02-01,0,Tuesday,2,7.8791340000000005,82.9565,3.565271,1360,winter
32,2011-02-02,0,Wednesday,2,10.66,77.5417,17.708636,1526,winter
33,2011-02-03,0,Thursday,1,7.665237,43.7826,18.609384,1550,winter
34,2011-02-04,0,Friday,2,8.663464,58.521699999999996,8.565213,1708,winter
35,2011-02-05,0,Saturday,2,9.566653,92.91669999999999,10.792293,1005,winter
36,2011-02-06,0,Sunday,1,11.719153,56.833299999999994,9.5006,1623,winter
37,2011-02-07,0,Monday,1,11.138347,73.83330000000001,3.0423561,1712,winter
38,2011-02-08,0,Tuesday,1,9.054153,53.7917,24.25065,1530,winter
39,2011-02-09,0,Wednesday,2,5.526102999999999,49.4783,12.652213,1605,winter
40,2011-02-10,0,Thursday,1,5.918268,43.7391,14.869645,1538,winter
41,2011-02-11,0,Friday,1,7.752731000000001,50.6364,7.272849999999999,1746,winter
42,2011-02-12,0,Saturday,1,9.1225,54.4167,13.625589,1472,winter
43,2011-02-13,0,Sunday,1,12.977402000000001,45.7391,17.479160999999998,1589,winter
44,2011-02-14,0,Monday,1,17.015,37.583299999999994,27.999836,1913,winter
45,2011-02-15,0,Tuesday,1,10.909567000000001,31.434800000000003,19.522058,1815,winter
46,2011-02-16,0,Wednesday,1,13.048701000000001,42.3478,16.869996999999998,2115,winter
47,2011-02-17,0,Thursday,1,17.869153,50.5,15.416968,2475,winter
48,2011-02-18,0,Friday,1,21.388347,51.6667,17.749975000000003,2927,winter
49,2011-02-19,0,Saturday,1,16.365847,18.7917,34.000021,1635,winter
50,2011-02-20,0,Sunday,1,11.693897,40.7826,14.956745,1812,winter
51,2011-02-21,1,Monday,2,12.436653000000002,60.5,20.625682,1107,winter
52,2011-02-22,0,Tuesday,1,7.471102,57.7778,13.110761,1450,winter
53,2011-02-23,0,Wednesday,1,9.091299,42.3043,6.3055710000000005,1917,winter
54,2011-02-24,0,Thursday,2,12.121732000000002,69.7391,16.783231999999998,1807,winter
55,2011-02-25,0,Friday,2,14.938268,71.2174,23.218113,1461,winter
56,2011-02-26,0,Saturday,1,11.5825,53.7917,12.500257,1969,winter
57,2011-02-27,0,Sunday,1,14.082598,68.0,8.391615999999999,2402,winter
58,2011-02-28,0,Monday,2,16.698193,87.63640000000001,19.408962,1446,winter
59,2011-03-01,0,Tuesday,1,10.933347,53.5,14.500475,1851,winter
60,2011-03-02,0,Wednesday,1,13.735000000000001,44.9583,20.624811,2134,winter
61,2011-03-03,0,Thursday,1,8.131653,31.833299999999998,15.125518000000001,1685,winter
62,2011-03-04,0,Friday,2,10.728347,61.0417,13.624182,1944,winter
63,2011-03-05,0,Saturday,2,15.750846999999998,78.91669999999999,16.875357,2077,winter
64,2011-03-06,0,Sunday,2,15.437402,94.8261,23.000229,605,winter
65,2011-03-07,0,Monday,1,10.731299,55.1304,22.870584,1872,winter
66,2011-03-08,0,Tuesday,1,11.9925,42.0833,8.083549999999999,2133,winter
67,2011-03-09,0,Wednesday,2,12.129153,77.5417,14.750050000000002,1891,winter
68,2011-03-10,0,Thursday,3,15.952731,0.0,17.545759,623,winter
69,2011-03-11,0,Friday,2,12.977402000000001,64.95649999999999,15.60899,1977,winter
70,2011-03-12,0,Saturday,1,13.495847,59.458299999999994,14.791924999999999,2132,winter
71,2011-03-13,0,Sunday,1,15.758268000000001,52.73910000000001,18.130468,2417,winter
72,2011-03-14,0,Monday,1,13.333896999999999,49.695699999999995,9.174042,2046,winter
73,2011-03-15,0,Tuesday,2,13.013031,65.5652,12.348703,2056,winter
74,2011-03-16,0,Wednesday,2,14.973897000000001,77.65220000000001,13.608839,2192,winter
75,2011-03-17,0,Thursday,1,17.015,60.291700000000006,14.041792999999998,2744,winter
76,2011-03-18,0,Friday,1,22.14,52.5217,15.478139,3239,winter
77,2011-03-19,0,Saturday,1,19.3725,37.9167,24.667189,3117,winter
78,2011-03-20,0,Sunday,1,13.6325,47.375,13.917307,2471,winter
79,2011-03-21,0,Monday,2,17.647835,73.73910000000001,19.348461,2077,spring
80,2011-03-22,0,Tuesday,1,18.108347,62.4583,15.125250000000001,2703,spring
81,2011-03-23,0,Wednesday,2,14.225237,83.9565,15.695487,2121,spring
82,2011-03-24,0,Thursday,2,11.684999999999999,80.58330000000001,16.333729,1865,spring
83,2011-03-25,0,Friday,1,10.830846999999999,49.5,15.458575000000002,2210,spring
84,2011-03-26,0,Saturday,1,10.899153,39.4167,14.041257,2496,spring
85,2011-03-27,0,Sunday,2,10.374763000000002,49.3913,12.348099999999999,1693,spring
86,2011-03-28,0,Monday,1,10.838268000000001,30.2174,14.217668,2028,spring
87,2011-03-29,0,Tuesday,1,12.4025,31.4167,15.208732,2425,spring
88,2011-03-30,0,Wednesday,2,12.299999999999999,64.6667,11.583495999999998,1536,spring
89,2011-03-31,0,Thursday,3,11.001653,91.8333,14.582282000000001,1685,spring
90,2011-04-01,0,Friday,2,12.299999999999999,68.625,17.333436,2227,spring
91,2011-04-02,0,Saturday,2,12.915000000000001,65.375,13.208782,2252,spring
92,2011-04-03,0,Sunday,1,15.511652999999999,48.0,12.208271000000002,3249,spring
93,2011-04-04,0,Monday,1,23.506653,42.625,25.833257,3115,spring
94,2011-04-05,0,Tuesday,2,16.980847,64.2083,26.000488999999998,1795,spring
95,2011-04-06,0,Wednesday,1,16.024153,47.0833,17.625221,2808,spring
96,2011-04-07,0,Thursday,1,17.9375,60.291700000000006,10.874904,3141,spring
97,2011-04-08,0,Friday,2,13.769153,83.625,15.208464,1471,spring
98,2011-04-09,0,Saturday,2,14.0425,87.75,8.916561,2455,spring
99,2011-04-10,0,Sunday,2,17.493347,85.75,9.833389,2895,spring
100,2011-04-11,0,Monday,2,24.421732,71.6956,21.739758,3348,spring
101,2011-04-12,0,Tuesday,2,20.6025,73.9167,18.416892999999998,2034,spring
102,2011-04-13,0,Wednesday,2,16.912499999999998,81.91669999999999,16.791338999999997,2162,spring
103,2011-04-14,0,Thursday,1,19.1675,54.041700000000006,7.4169,3267,spring
104,2011-04-15,1,Friday,1,18.313347,67.125,15.167124999999999,3126,spring
105,2011-04-16,0,Saturday,3,17.664153000000002,88.83330000000001,22.834136,795,spring
106,2011-04-17,0,Sunday,1,18.723347,47.9583,20.334232,3744,spring
107,2011-04-18,0,Monday,1,21.0125,54.25,10.958988999999999,3429,spring
108,2011-04-19,0,Tuesday,2,20.739152999999998,66.5833,10.584057,3204,spring
109,2011-04-20,0,Wednesday,1,24.395,61.4167,16.208975,3944,spring
110,2011-04-21,0,Thursday,1,18.825847,40.708299999999994,21.792286,4189,spring
111,2011-04-22,0,Friday,2,13.803347,72.9583,14.707906999999999,1683,spring
112,2011-04-23,0,Saturday,2,18.86,88.79169999999999,15.458575000000002,4036,spring
113,2011-04-24,0,Sunday,2,23.848347,81.08330000000001,12.875725000000001,4191,spring
114,2011-04-25,0,Monday,1,24.873347,77.6667,12.417311,4073,spring
115,2011-04-26,0,Tuesday,1,25.898346999999998,72.9167,21.875500000000002,4400,spring
116,2011-04-27,0,Wednesday,2,25.419999999999998,83.54169999999999,20.917399999999997,3872,spring
117,2011-04-28,0,Thursday,2,25.317500000000003,70.08330000000001,21.500836000000003,4058,spring
118,2011-04-29,0,Friday,1,20.91,45.7083,16.084221,4595,spring
119,2011-04-30,0,Saturday,1,19.3725,50.3333,15.750025,5312,spring
120,2011-05-01,0,Sunday,2,18.518347,76.2083,7.125718,3351,spring
121,2011-05-02,0,Monday,2,22.515846999999997,73.0,12.291418,4401,spring
122,2011-05-03,0,Tuesday,2,25.283347,69.7083,22.958689,4451,spring
123,2011-05-04,0,Wednesday,2,16.980847,73.70830000000001,22.042732,2633,spring
124,2011-05-05,0,Thursday,1,18.825847,44.4167,19.791263999999998,4433,spring
125,2011-05-06,0,Friday,1,19.645847,59.0,15.292482,4608,spring
126,2011-05-07,0,Saturday,1,21.32,54.125,10.750150000000001,4714,spring
127,2011-05-08,0,Sunday,1,21.661653,63.1667,5.0007125,4333,spring
128,2011-05-09,0,Monday,1,21.8325,58.875,11.792,4362,spring
129,2011-05-10,0,Tuesday,1,21.8325,48.9167,7.749956999999999,4803,spring
130,2011-05-11,0,Wednesday,1,22.2425,63.29169999999999,8.083014,4182,spring
131,2011-05-12,0,Thursday,1,21.935000000000002,74.75,12.707689,4864,spring
132,2011-05-13,0,Friday,2,21.0125,86.33330000000001,12.041575,4105,spring
133,2011-05-14,0,Saturday,2,21.354153,92.25,9.041649999999999,3409,spring
134,2011-05-15,0,Sunday,2,23.0625,86.70830000000001,10.249593,4553,spring
135,2011-05-16,0,Monday,1,23.677500000000002,78.79169999999999,8.500357000000001,3958,spring
136,2011-05-17,0,Tuesday,2,23.028347,83.7917,18.582718,4123,spring
137,2011-05-18,0,Wednesday,2,22.55,87.0,13.499964,3855,spring
138,2011-05-19,0,Thursday,2,21.764153,82.9583,7.250271000000001,4575,spring
139,2011-05-20,0,Friday,1,22.003347,71.9583,8.375871,4917,spring
140,2011-05-21,0,Saturday,1,24.7025,62.6667,8.083549999999999,5805,spring
141,2011-05-22,0,Sunday,1,24.770847,74.9583,9.916536,4660,spring
142,2011-05-23,0,Monday,2,25.898346999999998,81.0,15.667413999999999,4274,spring
143,2011-05-24,0,Tuesday,2,27.060000000000002,74.0833,13.875164,4492,spring
144,2011-05-25,0,Wednesday,1,27.094153,69.625,10.333611000000001,4978,spring
145,2011-05-26,0,Thursday,1,29.041653,67.75,13.376014,4677,spring
146,2011-05-27,0,Friday,1,27.948347000000002,65.375,16.125493,4679,spring
147,2011-05-28,0,Saturday,1,26.889153,72.9583,15.416164,4758,spring
148,2011-05-29,0,Sunday,1,27.3675,81.875,14.333846,4788,spring
149,2011-05-30,1,Monday,1,30.066653000000002,68.5,8.792075,4098,spring
150,2011-05-31,0,Tuesday,1,31.775000000000002,63.6667,7.459042999999999,3982,spring
151,2011-06-01,0,Wednesday,2,31.330847000000002,67.7083,13.875164,3974,spring
152,2011-06-02,0,Thursday,1,29.314999999999998,30.5,19.583229000000003,4968,spring
153,2011-06-03,0,Friday,1,25.419999999999998,35.4167,16.959107,5312,spring
154,2011-06-04,0,Saturday,1,26.035,45.625,8.250514,5342,spring
155,2011-06-05,0,Sunday,2,26.581653000000003,65.25,9.292364000000001,4906,spring
156,2011-06-06,0,Monday,1,27.811653,60.0,8.167032,4548,spring
157,2011-06-07,0,Tuesday,1,29.0075,59.791700000000006,12.583136,4833,spring
158,2011-06-08,0,Wednesday,1,31.809153,62.20830000000001,9.166739,4401,spring
159,2011-06-09,0,Thursday,2,33.141653,56.833299999999994,10.042161,3915,spring
160,2011-06-10,0,Friday,1,30.955000000000002,60.5,9.417118,4586,spring
161,2011-06-11,0,Saturday,1,29.724999999999998,65.45830000000001,10.374949999999998,4966,spring
162,2011-06-12,0,Sunday,1,28.392500000000002,74.7917,10.958988999999999,4460,spring
163,2011-06-13,0,Monday,1,26.035,49.4583,20.45845,5020,spring
164,2011-06-14,0,Tuesday,1,24.770847,50.708299999999994,18.041961,4891,spring
165,2011-06-15,0,Wednesday,1,25.693347,47.1667,11.250104,5180,spring
166,2011-06-16,0,Thursday,2,25.761653000000003,68.8333,13.833556999999999,3767,spring
167,2011-06-17,0,Friday,1,26.615847000000002,73.5833,9.582942999999998,4844,spring
168,2011-06-18,0,Saturday,1,28.563347,67.0417,8.000336,5119,spring
169,2011-06-19,0,Sunday,2,28.665847,66.6667,6.834,4744,spring
170,2011-06-20,0,Monday,2,26.035,74.625,10.416825,4010,spring
171,2011-06-21,0,Tuesday,2,27.914153000000002,77.0417,11.458675000000001,4835,summer
172,2011-06-22,0,Wednesday,1,30.066653000000002,70.75,11.541554,4507,summer
173,2011-06-23,0,Thursday,2,29.861653,70.3333,15.999868,4790,summer
174,2011-06-24,0,Friday,1,29.690847,57.3333,14.875675,4991,summer
175,2011-06-25,0,Saturday,1,28.494999999999997,48.3333,14.041257,5202,summer
176,2011-06-26,0,Sunday,1,27.880000000000003,51.3333,6.3337311,5305,summer
177,2011-06-27,0,Monday,2,27.982499999999998,65.8333,7.2083960000000005,4708,summer
178,2011-06-28,0,Tuesday,1,30.510847000000002,63.416700000000006,9.666960999999999,4648,summer
179,2011-06-29,0,Wednesday,1,29.861653,49.7917,17.542007,5225,summer
180,2011-06-30,0,Thursday,1,28.563347,43.416700000000006,12.415904000000001,5515,summer
181,2011-07-01,0,Friday,1,29.622500000000002,39.625,6.874736,5362,summer
182,2011-07-02,0,Saturday,1,30.271653,44.4583,7.709154,5119,summer
183,2011-07-03,0,Sunday,2,29.383347,68.25,15.333486,4649,summer
184,2011-07-04,1,Monday,2,29.793346999999997,63.7917,5.4591064000000005,6043,summer
185,2011-07-05,0,Tuesday,1,30.613346999999997,59.0417,8.459286,4665,summer
186,2011-07-06,0,Wednesday,1,29.52,74.33330000000001,10.042161,4629,summer
187,2011-07-07,0,Thursday,1,30.75,65.125,10.666400000000001,4592,summer
188,2011-07-08,0,Friday,2,29.075847,75.79169999999999,15.083643,4040,summer
189,2011-07-09,0,Saturday,1,30.066653000000002,60.9167,11.250104,5336,summer
190,2011-07-10,0,Sunday,1,30.6475,57.8333,12.292557,4881,summer
191,2011-07-11,0,Monday,1,31.2625,63.5833,18.916579,4086,summer
192,2011-07-12,0,Tuesday,1,32.560846999999995,55.9167,13.417017999999999,4258,summer
193,2011-07-13,0,Wednesday,1,30.613346999999997,63.1667,9.790911000000001,4342,summer
194,2011-07-14,0,Thursday,1,27.914153000000002,47.625,16.124689,5084,summer
195,2011-07-15,0,Friday,1,27.196652999999998,59.12500000000001,12.249811,5538,summer
196,2011-07-16,0,Saturday,1,28.153347,58.5,13.958914,5923,summer
197,2011-07-17,0,Sunday,1,29.485847,60.4167,16.417211,5302,summer
198,2011-07-18,0,Monday,1,30.613346999999997,65.125,14.458867999999999,4458,summer
199,2011-07-19,0,Tuesday,1,31.843347,65.0417,8.7502,4541,summer
200,2011-07-20,0,Wednesday,1,31.501653,70.70830000000001,7.625739,4332,summer
201,2011-07-21,0,Thursday,2,33.415,69.125,14.875407,3784,summer
202,2011-07-22,0,Friday,1,34.781653,58.0417,8.9177,3387,summer
203,2011-07-23,0,Saturday,1,34.815847,50.0,8.791807,3285,summer
204,2011-07-24,0,Sunday,1,34.03,55.0833,11.334456999999999,3606,summer
205,2011-07-25,0,Monday,1,30.476653000000002,75.7083,6.0841560999999995,3840,summer
206,2011-07-26,0,Tuesday,1,31.638347,54.0833,13.417285999999999,4590,summer
207,2011-07-27,0,Wednesday,1,31.775000000000002,40.291700000000006,12.292020999999998,4656,summer
208,2011-07-28,0,Thursday,1,31.945847,58.3333,11.958093,4390,summer
209,2011-07-29,0,Friday,1,34.371653,54.25,11.667245999999999,3846,summer
210,2011-07-30,0,Saturday,1,32.970847,46.5833,11.291979,4475,summer
211,2011-07-31,0,Sunday,1,33.039153,48.0833,11.042470999999999,4302,summer
212,2011-08-01,0,Monday,1,31.638347,55.0833,10.500039,4266,summer
213,2011-08-02,0,Tuesday,1,32.116653,49.125,13.79195,4845,summer
214,2011-08-03,0,Wednesday,2,29.998347,65.75,9.084061,3574,summer
215,2011-08-04,0,Thursday,2,29.11,75.75,13.20905,4576,summer
216,2011-08-05,0,Friday,1,29.144153000000003,63.083299999999994,12.374632,4866,summer
217,2011-08-06,0,Saturday,2,29.383347,75.5,15.29275,4294,summer
218,2011-08-07,0,Sunday,1,30.442500000000003,75.29169999999999,13.499629,3785,summer
219,2011-08-08,0,Monday,1,31.365000000000002,59.2083,12.875725000000001,4326,summer
220,2011-08-09,0,Tuesday,1,31.775000000000002,57.04169999999999,10.125107,4602,summer
221,2011-08-10,0,Wednesday,1,31.433346999999998,42.4167,13.417285999999999,4780,summer
222,2011-08-11,0,Thursday,1,29.4175,42.375,11.041332,4792,summer
223,2011-08-12,0,Friday,1,29.041653,41.5,8.416607,4905,summer
224,2011-08-13,0,Saturday,2,28.119153,72.9583,14.167418,4150,summer
225,2011-08-14,0,Sunday,2,27.743347,81.75,14.916411,3820,summer
226,2011-08-15,0,Monday,1,27.299153,71.20830000000001,13.999918,4338,summer
227,2011-08-16,0,Tuesday,1,28.734153000000003,57.8333,15.834043000000001,4725,summer
228,2011-08-17,0,Wednesday,1,29.656653,57.5417,9.625689,4694,summer
229,2011-08-18,0,Thursday,1,29.178347000000002,65.45830000000001,15.624936,3805,summer
230,2011-08-19,0,Friday,2,28.085,72.2917,9.333635999999998,4153,summer
231,2011-08-20,0,Saturday,1,28.5975,67.41669999999999,6.999289,5191,summer
232,2011-08-21,0,Sunday,1,29.144153000000003,77.0,16.666518,3873,summer
233,2011-08-22,0,Monday,1,28.358347000000002,47.0,18.54225,4758,summer
234,2011-08-23,0,Tuesday,1,26.274153,45.5417,9.833121,5895,summer
235,2011-08-24,0,Wednesday,1,27.606652999999998,60.5,16.958236,5130,summer
236,2011-08-25,0,Thursday,2,28.050846999999997,77.1667,14.125810999999999,3542,summer
237,2011-08-26,0,Friday,1,28.7,76.125,5.625487499999999,4661,summer
238,2011-08-27,0,Saturday,2,27.880000000000003,85.0,25.166338999999997,1115,summer
239,2011-08-28,0,Sunday,1,28.989418999999998,56.1765,20.412153,4334,summer
240,2011-08-29,0,Monday,1,26.103347,55.45830000000001,10.708275,4634,summer
